वाक्यम्,कर्ता,कर्म,क्रिया,कालः
नदी जलं वहति,नदी,जलम्,वहति,वर्तमान
पर्वतः निर्भरं स्रवति,पर्वतः,निर्भरम्,स्रवति,वर्तमान
मेघः वर्षं मुञ्चति,मेघः,वर्षम्,मुञ्चति,वर्तमान
पवनः धूलिं हरति,पवनः,धूलिम्,हरति,वर्तमान
अग्निः काष्ठं दहति,अग्निः,काष्ठम्,दहति,वर्तमान
भूमिः सस्यं जनयति,भूमिः,सस्यम्,जनयति,वर्तमान
आकाशः अवकाशं ददाति,आकाशः,अवकाशम्,ददाति,वर्तमान
सूर्यः प्रकाशं करोति,सूर्यः,प्रकाशम्,करोति,वर्तमान
चन्द्रः शीतलतां ददाति,चन्द्रः,शीतलताम्,ददाति,वर्तमान
जलधिः रत्नं सोष्यते,जलधिः,रत्नम्,सोष्यते,भविष्यत्
नदी जलं वक्ष्यति,नदी,जलम्,वक्ष्यति,भविष्यत्
पर्वतः निर्भरं स्रविष्यति,पर्वतः,निर्भरम्,स्रविष्यति,भविष्यत्
मेघः वर्षं मोक्ष्यति,मेघः,वर्षम्,मोक्ष्यति,भविष्यत्
पवनः धूलिं हरिष्यति,पवनः,धूलिम्,हरिष्यति,भविष्यत्
अग्निः काष्ठं धक्ष्यति,अग्निः,काष्ठम्,धक्ष्यति,भविष्यत्
भूमिः सस्यं जनयिष्यति,भूमिः,सस्यम्,जनयिष्यति,भविष्यत्
आकाशः अवकाशं दास्यति,आकाशः,अवकाशम्,दास्यति,भविष्यत्
सूर्यः प्रकाशं करिष्यति,सूर्यः,प्रकाशम्,करिष्यति,भविष्यत्
चन्द्रः शीतलतां दास्यति,चन्द्रः,शीतलताम्,दास्यति,भविष्यत्
